iter	MultiClass
742	0.3557317549
743	0.3556432064
744	0.3555459521
745	0.3554067635
746	0.3552714963
747	0.3551886472
748	0.3551445429
749	0.3550287005
750	0.354931786
751	0.3548255906
752	0.3547757347
753	0.3546525983
754	0.3545467427
755	0.3543959724
756	0.3542742477
757	0.3541146147
758	0.3539195571
759	0.3538064336
760	0.3536689704
761	0.3535439255
762	0.3534609717
763	0.3534032728
764	0.3532560057
765	0.3531646599
766	0.3530613926
767	0.3528846616
768	0.3527879825
769	0.3526689506
770	0.3526250816
771	0.3523784949
772	0.3523023124
773	0.3521854765
774	0.3520338696
775	0.3518233611
776	0.3516147873
777	0.3514970102
778	0.3514382132
779	0.3512972206
780	0.3511545548
781	0.3509249092
782	0.3508123348
783	0.3507321784
784	0.3506713683
785	0.3505511077
786	0.3504135399
787	0.350231528
788	0.3501411233
789	0.3500629277
790	0.3499690459
791	0.3498025372
792	0.3497131521
793	0.3494933888
794	0.3493097821
795	0.349228946
796	0.3491032213
797	0.3489909867
798	0.348929157
799	0.348801184
800	0.3486276687
801	0.3485176564
802	0.3484198008
803	0.348295331
804	0.3481002734
805	0.3479515423
806	0.3476879884
807	0.3475879628
808	0.3474830746
809	0.3473467095
810	0.3472114162
811	0.347108175
812	0.3470447506
813	0.3469278624
814	0.3467818241
815	0.3466477073
816	0.3463758397
817	0.3462461935
818	0.3461722855
819	0.3460858546
820	0.345981071
821	0.3458830585
822	0.3457664056
823	0.3456343019
824	0.345473597
825	0.3453113758
826	0.3450796387
827	0.3449917177
828	0.3448717969
829	0.3446735498
830	0.34454908
831	0.3444545446
832	0.3442932384
833	0.3441875136
834	0.3441203245
835	0.3439794888
836	0.3437349151
837	0.3436703404
838	0.3435333739
839	0.3434254792
840	0.3433335059
841	0.3432655586
842	0.3431372457
843	0.342970031
844	0.3428079144
845	0.3426661375
846	0.3424774851
847	0.3423497735
848	0.3421981143
849	0.3419833706
850	0.3418979332
851	0.341732993
852	0.3416822483
853	0.3414778051
854	0.3413222767
855	0.3411704868
856	0.3410431935
857	0.340877469
858	0.3407964238
859	0.3407350647
860	0.3406239543
861	0.3405328699
862	0.3403893152
863	0.3402176562
864	0.3399854746
865	0.3399114358
866	0.3397927176
867	0.3396805353
868	0.3395256343
869	0.3394098181
870	0.3392462636
871	0.3391645909
872	0.3390277551
873	0.3388766972
874	0.3387501359
875	0.3385315752
876	0.3383202301
877	0.3381455384
878	0.3380477351
879	0.3378496972
880	0.3377016719
881	0.3376283391
882	0.3375526271
883	0.3374318174
884	0.3372277664
885	0.3371049437
886	0.3370425911
887	0.3367940175
888	0.3366821489
889	0.336611901
890	0.3364907253
891	0.3362885566
892	0.3362477726
893	0.3361627273
894	0.3360302576
895	0.3359268334
896	0.3358682717
897	0.3357556449
898	0.3356159595
899	0.3354304182
900	0.3353328763
901	0.3352463932
902	0.3351079104
903	0.3349110228
904	0.3347918863
905	0.3346887235
906	0.3346163057
907	0.3345210644
908	0.3344450911
909	0.3343122553
910	0.3342468178
911	0.3340430805
912	0.3339790548
913	0.3338319446
914	0.3337327295
915	0.3336838671
916	0.3335855148
917	0.3334781429
918	0.3333464313
919	0.3332381182
920	0.3330937793
921	0.3330137798
922	0.3329432704
923	0.3328459116
924	0.3327489448
925	0.3326435076
926	0.3325595343
927	0.3324515349
928	0.3323298364
929	0.3322077195
930	0.3320907006
931	0.3318724798
932	0.3317297094
933	0.3316509648
934	0.3314822077
935	0.3314104957
936	0.3313114637
937	0.3310530862
938	0.3310084067
939	0.3309144727
940	0.3308652704
941	0.3307144217
942	0.3306226575
943	0.3305420306
944	0.33051607
945	0.3304238875
946	0.3302133268
947	0.3301623206
948	0.3300729616
949	0.3299552107
950	0.3299181914
951	0.3298308455
952	0.3297250945
953	0.3296647028
954	0.3295864026
955	0.329504207
956	0.3294009136
957	0.3291533073
958	0.3290077918
959	0.3288857795
960	0.3287630614
961	0.328634304
962	0.3285574417
963	0.3284039264
964	0.3282569992
965	0.3281502547
966	0.3280604775
967	0.3279597984
968	0.3278684003
969	0.327771878
970	0.3275908334
971	0.3274352266
972	0.3273086391
973	0.3270521963
974	0.3269690857
975	0.3268982626
976	0.3267723549
977	0.3266596759
978	0.32647186
979	0.3263016912
980	0.3262248812
981	0.3261367249
982	0.3260338497
983	0.3258959944
984	0.3257027145
985	0.3255759964
986	0.3255098269
987	0.3253496187
988	0.3251677114
989	0.325043869
990	0.3248628767
991	0.3247285769
992	0.3246454924
993	0.3246025384
994	0.324499245
995	0.3242874816
996	0.324229129
997	0.3241963972
998	0.3240961625
999	0.3240105683
